Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
Kew,4,h,2000000,5.4,4,2,2,595,248,1910,Boroondara City Council
Kilsyth,4,h,906000,26,4,2,4,982,224,1970,Maroondah City Council
Maidstone,3,h,875000,6.4,3,2,1,335,118,1940,Maribyrnong City Council
Melton,12,h,710000,31.7,12,5,3,960,223,1970,Melton City Council
Melton South,3,h,580000,29.8,3,1,1,766,106,1975,Melton City Council
Melton West,4,h,356000,31.7,4,1,1,571,122,1980,Melton City Council
Mentone,3,t,825000,20,3,3,2,93,172,2010,Kingston City Council
Mernda,4,h,550000,25.9,4,2,2,349,136,2016,Whittlesea City Council
Mill Park,3,h,660000,17.9,3,2,1,300,136,2000,Whittlesea City Council
Mill Park,4,h,665000,17.9,4,2,3,589,143,1982,Whittlesea City Council
Mount Waverley,5,h,1300000,14.2,5,3,2,716,171,1967,Monash City Council
Mulgrave,4,h,1375000,18.8,4,2,2,629,316,2010,Monash City Council
Murrumbeena,3,h,1450000,10.1,3,1,1,552,162,1990,Glen Eira City Council
Newport,4,h,1230000,6.2,4,2,2,290,179,2009,Hobsons Bay City Council
Oak Park,5,h,1390000,11.2,5,4,4,792,330,1925,Moreland City Council
Oakleigh East,3,h,997000,12.3,3,2,2,534,113,1950,Monash City Council
Oakleigh South,4,h,1175000,15.5,4,2,2,584,185,1975,Kingston City Council
Point Cook,3,h,673000,14.7,3,2,2,584,166,2000,Wyndham City Council
Port Melbourne,4,h,1670000,3.5,4,2,1,162,160,1890,Melbourne City Council
Prahran,2,h,1000000,4.6,2,1,0,115,68,1890,Stonnington City Council
Reservoir,3,h,570000,12,3,2,1,284,80,1960,Darebin City Council
Reservoir,3,h,821000,12,3,1,2,493,113,1980,Darebin City Council
Reservoir,3,h,1076000,12,3,1,3,601,98,1950,Darebin City Council
Richmond,3,h,1400000,2.4,3,2,0,183,104,1900,Yarra City Council
Roxburgh Park,3,h,570000,20.6,3,2,1,558,130,2000,Hume City Council
Roxburgh Park,4,h,610000,20.6,4,2,2,627,209,2000,Hume City Council
Roxburgh Park,4,h,577500,20.6,4,3,2,602,175,1990,Hume City Council
Seabrook,4,h,759000,15.5,4,2,2,533,200,1999,Hobsons Bay City Council
South Morang,3,h,520000,20.5,3,1,4,634,122,1990,Whittlesea City Council
South Yarra,3,h,1640000,2.7,3,1,1,205,104,1910,Melbourne City Council
South Yarra,3,t,1560000,2.7,3,2,2,141,140,1995,Melbourne City Council
St Albans,3,h,680000,14,3,2,2,512,168,2000,Brimbank City Council
St Kilda,3,h,2102000,5,3,2,1,263,190,1920,Port Phillip City Council
Strathmore,3,h,1640000,8.2,3,3,3,604,157,1998,Moonee Valley City Council
Sunbury,3,h,480000,31.7,3,1,1,647,114,1982,Hume City Council
Sunbury,4,h,840000,31.7,4,2,6,1044,241,2003,Hume City Council
Sunshine West,3,h,748000,10.5,3,1,4,538,130,1970,Brimbank City Council
Sunshine West,4,h,910500,10.5,4,2,2,515,240,2014,Brimbank City Council
Surrey Hills,5,h,3075000,10.2,5,2,2,902,393,2009,Boroondara City Council
Taylors Hill,4,h,675000,18,4,2,2,618,175,2006,Melton City Council
Templestowe Lower,3,h,1500000,12.4,3,1,2,715,125,1965,Manningham City Council
Templestowe Lower,5,h,1506000,12.4,5,3,3,669,225,1980,Manningham City Council
Thomastown,3,h,665000,15.3,3,1,2,532,177,1960,Whittlesea City Council
Thornbury,3,h,1720000,7,3,1,6,664,179,1915,Darebin City Council
Thornbury,2,h,830000,7,2,1,1,150,80,1995,Darebin City Council
Tullamarine,3,h,700000,12.9,3,2,2,419,156,1960,Brimbank City Council
Vermont South,4,h,1320000,17.2,4,2,2,790,172,1972,Whitehorse City Council
Wantirna South,5,h,1250000,14.7,5,2,2,704,202,1980,Knox City Council
Wantirna South,3,h,1050000,14.7,3,2,2,687,124,1985,Knox City Council
Werribee,4,h,490500,14.7,4,2,2,378,200,2000,Wyndham City Council
Werribee,3,h,545000,14.7,3,1,2,768,132,1975,Wyndham City Council
Werribee,2,h,547000,14.7,2,1,1,670,127,1950,Wyndham City Council
Westmeadows,4,h,755000,16.5,4,2,2,563,180,1974,Hume City Council
Williams Landing,4,h,850000,17.6,4,2,2,672,274,2010,Wyndham City Council
Williamstown,3,h,1800000,6.8,3,1,2,451,170,1930,Hobsons Bay City Council
Wollert,4,h,880000,25.5,4,2,2,680,228,2015,Whittlesea City Council
Yallambie,5,h,990000,12.7,5,3,2,510,0,1985,Banyule City Council
Yallambie,3,h,781000,12.7,3,2,1,420,154,1990,Banyule City Council
Yarraville,4,h,850000,6.3,4,2,2,464,122,1950,Maribyrnong City Council
Aberfeldie,5,h,1825000,7.5,5,2,2,691,301,1925,Moonee Valley City Council
Altona Meadows,3,t,541500,15.5,3,2,1,194,128,2002,Hobsons Bay City Council
Ascot Vale,5,h,1325000,4.3,5,3,2,601,256,1920,Moonee Valley City Council
Ascot Vale,3,h,1750000,4.3,3,2,1,446,185,1890,Moonee Valley City Council
Avondale Heights,4,h,1068000,9.5,4,2,1,604,141,1970,Moonee Valley City Council
Balwyn North,5,h,4050000,9.7,5,4,4,660,461,2012,Boroondara City Council
Bentleigh East,4,h,1640000,13.8,4,2,2,581,206,2013,Glen Eira City Council
Botanic Ridge,4,h,750000,34.7,4,2,2,629,223,2010,Casey City Council
Brighton,5,h,5150000,10.5,5,3,4,662,513,2005,Bayside City Council
Brighton East,3,t,950000,10.3,3,2,2,217,0,2000,Bayside City Council
Brighton East,4,h,2800000,10.3,4,3,2,692,335,2012,Bayside City Council
Brunswick,4,h,1470000,5.2,4,2,1,464,161,1925,Moreland City Council
Brunswick East,5,h,1475000,4,5,4,2,216,298,2001,Moreland City Council
Brunswick East,4,h,1895000,4,4,3,2,451,220,1950,Moreland City Council
Brunswick West,2,u,420500,5.2,2,1,1,5497,0,2011,Moreland City Council
Bulleen,4,h,1225000,10.8,4,2,3,668,170,1898,Manningham City Council
Bundoora,3,h,820500,12.1,3,2,2,609,132,1970,Banyule City Council
Burwood,3,h,1300000,10.4,3,1,3,739,115,1960,Monash City Council
Burwood East,3,h,970000,14.7,3,2,2,536,150,1960,Whitehorse City Council
Camberwell,5,h,2230000,7.7,5,2,3,572,215,1918,Boroondara City Council
Canterbury,5,h,3230000,8.4,5,3,3,1053,313,1925,Boroondara City Council
Carrum,4,h,980000,31.2,4,1,3,987,0,1960,Kingston City Council
Carrum Downs,3,h,560000,34.9,3,2,1,559,138,1995,Frankston City Council
Chadstone,4,h,1150000,11.7,4,1,1,737,101,1960,Monash City Council
Cheltenham,5,h,1495000,17.9,5,2,3,557,166,1950,Bayside City Council
Coburg,3,h,970000,6.7,3,1,2,391,122,1940,Darebin City Council
Coburg,3,h,935000,6.7,3,1,1,278,120,1910,Darebin City Council
Collingwood,3,h,1460000,2,3,2,1,151,120,1890,Yarra City Council
Craigieburn,3,h,600000,20.6,3,2,2,610,131,1980,Hume City Council
Craigieburn,3,h,468000,20.6,3,2,1,320,112,2008,Hume City Council
Craigieburn,4,h,616000,20.6,4,2,2,538,179,2010,Hume City Council
Craigieburn,4,h,583000,20.6,4,2,2,400,144,2011,Hume City Council
Craigieburn,3,t,470000,20.6,3,2,1,179,130,2015,Hume City Council
Craigieburn,3,h,615000,20.6,3,1,3,693,144,1970,Hume City Council
Dallas,3,h,475000,14,3,1,1,588,94,1960,Hume City Council
Dallas,3,h,505500,14,3,1,1,614,110,1965,Hume City Council
Doncaster East,3,h,905000,14.3,3,2,2,513,117,1995,Manningham City Council
Donvale,5,h,1440000,16.1,5,2,2,704,280,1994,Manningham City Council
Doreen,4,h,570000,25.9,4,2,2,511,173,2011,Nillumbik Shire Council
Elwood,5,h,3200000,7.2,5,3,2,433,138,1910,Port Phillip City Council
Essendon,3,h,1110000,7.5,3,1,2,572,111,1950,Moonee Valley City Council
Essendon,4,h,2455000,7.5,4,2,3,766,277,1920,Moonee Valley City Council
Essendon,6,h,2500000,7.5,6,3,5,1212,329,1970,Moonee Valley City Council
Essendon North,3,h,820000,8.2,3,2,2,337,153,1940,Moonee Valley City Council
Fawkner,3,h,645000,13.1,3,1,4,616,95,1960,Hume City Council
Fawkner,3,t,542000,13.1,3,1,1,642,123,2008,Hume City Council
Ferntree Gully,3,h,725000,24.8,3,2,3,1059,109,1956,Knox City Council
Ferntree Gully,4,h,940000,24.8,4,2,5,900,246,1991,Knox City Council
Fitzroy,3,h,1305000,2.1,3,2,0,506,88,1880,Yarra City Council
Fitzroy North,2,h,1450000,3.6,2,1,0,186,97,1890,Moreland City Council
Flemington,2,h,1175000,3.4,2,1,1,234,110,1890,Melbourne City Council
Footscray,4,h,1420000,5.1,4,1,4,594,134,1900,Maribyrnong City Council
Frankston North,4,h,595000,36.9,4,2,2,599,137,1960,Frankston City Council
Gladstone Park,3,h,650000,12.9,3,1,4,549,114,1980,Hume City Council
Glen Iris,5,h,2625000,7.3,5,2,2,718,280,1990,Boroondara City Council
Glen Iris,3,h,1845000,7.3,3,2,4,1021,135,1970,Boroondara City Council
Glen Iris,4,h,2640000,7.3,4,2,2,706,275,1900,Boroondara City Council
Glen Waverley,3,h,2380000,16.7,3,1,1,729,108,1960,Monash City Council
Glen Waverley,5,h,2202000,16.7,5,3,2,745,288,2004,Monash City Council
Greensborough,3,h,750000,16.1,3,2,2,359,153,2011,Banyule City Council
Greenvale,3,h,715000,20.4,3,2,2,790,193,1990,Hume City Council
Greenvale,5,h,1020000,20.4,5,2,2,981,301,1990,Hume City Council
Hampton,5,h,4500000,13.8,5,2,4,1088,324,1990,Bayside City Council
Heathmont,5,h,820000,21.3,5,3,2,695,292,1965,Maroondah City Council
Heidelberg Heights,3,h,705000,8.8,3,1,2,560,98,1950,Banyule City Council
Heidelberg West,4,h,645000,8.8,4,2,0,408,113,1950,Banyule City Council
Hillside,5,h,680000,18,5,3,2,710,273,1998,Brimbank City Council
Hoppers Crossing,4,h,693000,18.4,4,2,2,933,217,1987,Wyndham City Council
Keilor East,4,h,855000,11.7,4,2,6,778,169,1970,Brimbank City Council
Kensington,4,h,939000,3.4,4,2,1,116,140,2000,Melbourne City Council
Kew,4,h,3385000,5.4,4,3,3,531,332,1970,Boroondara City Council
Kew,3,h,1625000,5.4,3,2,2,342,130,1925,Boroondara City Council
Lalor,5,h,591000,16.3,5,1,2,636,0,1980,Whittlesea City Council
Maribyrnong,5,h,1725000,4.3,5,2,2,474,294,2010,Maribyrnong City Council
Mentone,4,h,1460000,20,4,3,2,652,288,1960,Kingston City Council
Elsternwick,3,h,2140000,7.2,3,2,2,650,255,1900,Glen Eira City Council
Eltham,4,h,985000,18,4,2,2,870,198,1982,Banyule City Council
Eltham,5,h,955000,18,5,2,2,1082,240,1980,Banyule City Council
Eltham,5,h,1500000,18,5,4,2,842,368,1950,Banyule City Council
Epping,3,h,480200,19.6,3,2,1,209,98,2014,Whittlesea City Council
Epping,3,h,606000,19.6,3,2,2,592,140,1979,Whittlesea City Council
Essendon,4,t,1731000,7.5,4,4,2,465,99,1970,Moonee Valley City Council
Fawkner,3,h,600000,13.1,3,1,2,589,97,1960,Hume City Council
Fawkner,4,h,642000,13.1,4,2,1,685,121,1960,Hume City Council
Frankston North,3,h,485000,36.9,3,1,3,590,200,1978,Frankston City Council
Gisborne South,4,h,1350000,45.9,4,2,8,40469,245,1990,Macedon Ranges Shire Council
Glen Waverley,5,h,1863000,16.7,5,2,2,790,238,1980,Monash City Council
Glenroy,3,h,750000,11.2,3,1,2,615,132,1960,Moreland City Council
Glenroy,3,h,720000,11.2,3,1,3,380,98,1950,Moreland City Council
Glenroy,5,h,939000,11.2,5,2,3,775,208,1960,Moreland City Council
Greensborough,3,h,960000,16.1,3,2,4,1064,168,1955,Banyule City Council
Hoppers Crossing,3,u,441000,18.4,3,1,1,294,112,1990,Wyndham City Council
Kealba,3,h,632500,14,3,1,2,533,121,1980,Brimbank City Council
Keilor Downs,3,h,731000,15.5,3,2,1,652,204,1981,Brimbank City Council
Kew,5,h,2900000,5.4,5,2,2,920,241,1900,Boroondara City Council
Kew,4,h,2015000,5.4,4,1,2,566,140,1880,Boroondara City Council
Kew,3,h,1900000,5.4,3,2,1,491,179,1915,Boroondara City Council
Kurunjang,3,h,355000,31.7,3,1,4,650,112,1990,Melton City Council
Malvern,4,h,2610000,5.9,4,2,2,682,244,1915,Stonnington City Council
Malvern East,4,h,3350000,8.4,4,2,3,836,303,1910,Stonnington City Council
Meadow Heights,3,h,545000,17.4,3,1,0,682,98,1985,Hume City Council
Melton,3,h,385000,31.7,3,1,1,580,96,1970,Melton City Council
Melton South,4,h,451000,29.8,4,2,2,790,166,1990,Melton City Council
Melton South,3,h,425000,29.8,3,1,4,805,155,1975,Melton City Council
Mentone,2,h,780000,20,2,2,2,390,119,1950,Kingston City Council
Mernda,4,h,705000,25.9,4,2,3,491,182,2015,Whittlesea City Council
Mill Park,4,h,640000,17.9,4,2,2,576,189,1980,Whittlesea City Council
Mill Park,3,h,665000,17.9,3,1,2,375,116,1980,Whittlesea City Council
Mill Park,3,h,660000,17.9,3,2,3,689,127,1980,Whittlesea City Council
Mitcham,3,h,985000,17.2,3,1,1,582,124,1950,Whitehorse City Council
Moonee Ponds,4,h,1780000,6.2,4,2,2,480,194,1930,Moonee Valley City Council
Mount Waverley,4,h,980000,14.2,4,2,2,800,164,1970,Monash City Council
Northcote,3,h,1500000,5.3,3,2,1,308,160,1910,Darebin City Council
Northcote,3,h,1900000,5.3,3,2,3,502,133,1920,Darebin City Council
Northcote,2,h,1295000,5.3,2,1,1,302,100,1925,Darebin City Council
Northcote,3,h,989000,5.3,3,2,1,150,118,1900,Darebin City Council
Oakleigh,4,h,1160000,12.3,4,3,2,578,232,1927,Monash City Council
Oakleigh South,3,h,1050000,15.5,3,2,2,313,314,2012,Kingston City Council
Pascoe Vale,3,h,750000,8.5,3,2,1,658,112,1950,Moreland City Council
Prahran,3,h,3250000,4.6,3,2,1,261,194,1880,Stonnington City Council
Reservoir,3,h,780000,12,3,1,1,767,132,1960,Darebin City Council
South Morang,4,h,635000,20.5,4,2,2,449,213,2004,Whittlesea City Council
South Morang,5,h,810000,20.5,5,3,2,832,255,2009,Whittlesea City Council
South Morang,4,h,652000,20.5,4,3,2,326,230,2009,Whittlesea City Council
St Albans,3,h,622000,14,3,1,8,534,124,1980,Brimbank City Council
Sunbury,3,h,468000,31.7,3,2,0,711,11,1986,Hume City Council
Sunshine,2,h,730000,10.5,2,1,0,531,78,1958,Brimbank City Council
Sunshine,3,h,927500,10.5,3,1,4,474,145,1961,Brimbank City Council
Sunshine,4,h,945800,10.5,4,1,3,585,169,1950,Brimbank City Council
Surrey Hills,4,h,2900000,10.2,4,2,3,844,233,1925,Boroondara City Council
Templestowe,6,h,3030000,15.5,6,4,3,4046,419,1980,Manningham City Council
Templestowe Lower,3,h,1300000,12.4,3,1,1,725,120,1960,Manningham City Council
Templestowe Lower,4,h,1699000,12.4,4,2,2,730,205,1965,Manningham City Council
Thomastown,4,h,841000,15.3,4,2,2,660,240,2004,Whittlesea City Council
Wantirna,4,h,1085000,14.7,4,3,2,843,219,1975,Knox City Council
Wantirna South,3,h,1261000,14.7,3,1,4,1093,115,1960,Knox City Council
Wantirna South,5,h,1205000,14.7,5,2,2,695,242,2005,Knox City Council
Werribee,3,h,931000,14.7,3,1,2,733,151,1960,Wyndham City Council
Werribee,3,h,430000,14.7,3,1,0,542,110,1980,Wyndham City Council
Yarraville,4,h,1343000,6.3,4,2,3,444,167,1950,Maribyrnong City Council
Airport West,3,h,970000,10.4,3,1,2,634,140,1960,Moonee Valley City Council
Airport West,4,h,790000,10.4,4,2,1,585,178,2015,Moonee Valley City Council
Altona Meadows,3,h,718000,15.5,3,2,4,560,154,1990,Hobsons Bay City Council
Aspendale,3,h,1000000,21.5,3,1,2,556,146,1970,Kingston City Council
Avondale Heights,3,h,727500,9.5,3,1,1,641,137,1970,Moonee Valley City Council
Balwyn,5,h,4600000,7.9,5,5,2,1242,313,1952,Boroondara City Council
Balwyn North,4,h,1960000,9.7,4,2,2,961,210,1970,Boroondara City Council
Bayswater,3,h,910000,23.2,3,3,4,1028,175,1980,Knox City Council
Bayswater,3,h,862000,23.2,3,2,2,719,168,1975,Knox City Council
Bayswater,5,h,822000,23.2,5,3,6,721,185,1980,Knox City Council
Blackburn North,5,h,1570000,13.4,5,4,6,870,172,1970,Whitehorse City Council
Boronia,3,h,629000,25,3,1,1,730,100,1969,Knox City Council
Briar Hill,3,h,825000,16.1,3,2,2,641,154,1977,Banyule City Council
Brighton,3,h,1900000,10.5,3,2,2,386,118,1953,Bayside City Council
Brighton East,2,h,1262000,10.3,2,1,2,440,103,1930,Bayside City Council
Brunswick,2,h,1011000,5.2,2,1,1,178,75,1900,Moreland City Council
Brunswick,3,h,1150000,5.2,3,1,2,408,124,1920,Moreland City Council
Brunswick,2,h,970000,5.2,2,1,0,241,113,1910,Moreland City Council
Brunswick,4,h,1665000,5.2,4,3,2,371,223,2014,Moreland City Council
Caulfield South,4,t,1675000,8.7,4,3,2,295,218,2012,Glen Eira City Council
Cheltenham,3,h,800000,17.9,3,1,2,585,123,1965,Bayside City Council
Cheltenham,3,h,888000,17.9,3,1,2,581,136,1960,Bayside City Council
Clifton Hill,3,h,1300000,3.6,3,1,0,241,115,1890,Yarra City Council
Coburg,4,h,1090000,6.7,4,2,3,614,181,1920,Darebin City Council
Coburg North,2,h,730000,6.7,2,1,1,390,91,1950,Darebin City Council
Coburg North,3,h,950000,6.7,3,1,2,402,123,1950,Darebin City Council
Coburg North,3,h,800000,6.7,3,1,2,506,100,1955,Darebin City Council
Collingwood,2,h,1079500,2,2,1,1,125,125,1982,Yarra City Council
Craigieburn,2,t,380000,20.6,2,1,1,99,98,2015,Hume City Council
Cremorne,3,h,1245000,2.4,3,1,2,156,113,1880,Yarra City Council
Deepdene,5,h,3080000,7.9,5,2,2,833,370,2012,Boroondara City Council
Diamond Creek,3,h,588000,21.8,3,1,2,558,101,1980,Nillumbik Shire Council
Diamond Creek,3,h,700000,21.8,3,1,1,530,123,1970,Nillumbik Shire Council
Dingley Village,3,h,952000,22.2,3,1,2,795,152,1975,Kingston City Council
Doncaster East,4,h,1198000,14.3,4,2,2,723,155,1980,Manningham City Council
Endeavour Hills,3,h,656000,28.5,3,1,2,563,130,1986,Casey City Council
Epping,2,h,432000,19.6,2,1,1,225,76,1995,Whittlesea City Council
Epping,4,h,611000,19.6,4,2,2,510,199,2000,Whittlesea City Council
Epping,3,h,571550,19.6,3,2,2,532,110,1995,Whittlesea City Council
Essendon,5,h,2200000,7.5,5,3,2,664,242,1930,Moonee Valley City Council
Fawkner,3,h,767500,13.1,3,1,2,581,148,1960,Hume City Council
Fawkner,3,h,783000,13.1,3,1,1,593,124,1965,Hume City Council
Frankston,5,h,840000,38,5,3,2,925,155,1960,Frankston City Council
Frankston,4,h,560000,38,4,1,4,544,121,1972,Frankston City Council
Frankston,3,h,636000,38,3,1,1,651,86,1990,Frankston City Council
Frankston,3,h,672500,38,3,2,3,656,175,1986,Frankston City Council
Frankston,2,h,574000,38,2,1,4,586,104,1970,Frankston City Council
Frankston,4,h,1150000,38,4,3,3,632,234,1950,Frankston City Council
Frankston South,3,h,1200000,38,3,2,2,604,232,2013,Frankston City Council
Gladstone Park,3,h,620000,12.9,3,2,3,530,115,1980,Hume City Council
Gladstone Park,3,h,730000,12.9,3,3,2,343,197,1985,Hume City Council
Glenroy,2,t,530000,11.2,2,1,2,202,1,2010,Moreland City Council
Gowanbrae,3,h,790000,12.9,3,2,4,371,176,2014,Moreland City Council
Gowanbrae,3,t,700000,12.9,3,2,2,256,172,2006,Moreland City Council
Gowanbrae,4,h,1260000,12.9,4,2,4,750,286,2002,Moreland City Council
Greenvale,6,h,1515000,20.4,6,2,6,4046,323,1983,Hume City Council
Greenvale,4,h,690000,20.4,4,2,2,652,200,1988,Hume City Council
Greenvale,4,h,679000,20.4,4,3,2,566,201,2017,Hume City Council
Hadfield,3,h,772500,11.2,3,2,2,543,130,1970,Moreland City Council
Hampton East,4,h,1330000,13.8,4,1,2,592,116,1950,Bayside City Council
Highett,3,h,1430000,16,3,2,2,728,137,1960,Bayside City Council
Hillside,4,h,666000,18,4,2,2,651,194,2000,Brimbank City Council
Hillside,5,h,700000,18,5,2,2,727,244,1999,Brimbank City Council
Hoppers Crossing,3,h,505000,18.4,3,1,1,552,112,1990,Wyndham City Council
Jacana,3,h,455000,14,3,1,1,316,84,1960,Hume City Council
Keilor Downs,3,h,670000,15.5,3,2,4,652,110,1990,Brimbank City Council
Keilor East,4,h,975000,11.7,4,2,2,564,180,1975,Brimbank City Council
Kew East,5,h,2300000,7.3,5,2,3,650,265,1950,Boroondara City Council
Kilsyth,2,h,830000,26,2,1,1,906,91,1950,Maroondah City Council
Kurunjang,4,h,439000,31.7,4,2,2,807,181,2008,Melton City Council
Lalor,3,h,700000,16.3,3,2,2,395,183,2011,Whittlesea City Council
Langwarrin,3,h,510000,41,3,2,1,10120,116,2012,Frankston City Council
Maidstone,3,h,825000,6.4,3,1,2,327,463,1960,Maribyrnong City Council
Maribyrnong,2,h,1250000,4.3,2,2,3,696,146,1950,Maribyrnong City Council
McKinnon,4,h,1820000,11.4,4,2,2,655,204,1930,Glen Eira City Council
Melton West,3,h,518000,31.7,3,2,4,796,132,1980,Melton City Council
Mernda,3,h,572500,25.9,3,2,2,350,138,2012,Whittlesea City Council
Mulgrave,3,h,825000,18.8,3,1,1,650,122,1970,Monash City Council
Murrumbeena,3,h,1590000,10.1,3,1,1,840,181,1950,Glen Eira City Council
Niddrie,4,h,1050000,10.4,4,3,4,711,226,2013,Moonee Valley City Council
Northcote,3,h,1585000,5.3,3,1,1,282,136,1925,Darebin City Council
Northcote,2,h,1315000,5.3,2,1,1,302,100,1925,Darebin City Council
Pascoe Vale,3,t,826000,8.5,3,2,2,584,118,2017,Moreland City Council
Pascoe Vale,4,h,1015000,8.5,4,2,2,495,100,2014,Moreland City Council
Point Cook,4,h,650000,14.7,4,2,1,390,184,2004,Wyndham City Council
Point Cook,4,h,690000,14.7,4,2,2,448,211,2010,Wyndham City Council
Preston,5,h,1455000,8.4,5,2,2,619,253,1930,Darebin City Council
Reservoir,3,h,600000,12,3,1,2,534,120,1985,Darebin City Council
Reservoir,3,h,900000,12,3,2,2,485,121,1950,Darebin City Council
Reservoir,3,h,810000,12,3,2,2,186,118,2014,Darebin City Council
Reservoir,3,h,920000,12,3,1,2,680,119,1970,Darebin City Council
Reservoir,3,h,775000,12,3,1,2,275,123,1950,Darebin City Council
Richmond,3,h,1700000,2.4,3,2,2,169,123,1900,Yarra City Council
Ringwood,4,h,1246000,19.9,4,2,2,760,198,1950,Maroondah City Council
Ripponlea,2,h,1380000,7.2,2,1,1,240,108,1910,Port Phillip City Council
Rowville,5,h,956000,23.5,5,2,4,725,200,1980,Knox City Council
Roxburgh Park,4,h,630000,20.6,4,2,2,610,198,2003,Hume City Council
South Morang,3,h,500000,20.5,3,2,1,313,170,2009,Whittlesea City Council
South Morang,4,h,697000,20.5,4,2,2,420,161,2009,Whittlesea City Council
